ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,DETENTORA,DETENTORA_CNPJ,SOLICITANTE,SOLICITANTE_CNPJ,INFORME_SEI,INFORME_DATA,CONCLUSAO_DATA,OBSERVACAO,NUM_SEQUENCIA,FINAL
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,SATEC TELECOMUNICAÇÕES LTDA ME,,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,9,False
CONTRATO,2018-08-01,53500.035897/2018-55,CEMIG DISTRIBUIÇÃO S.A.,,WF-TELECOM SERVIÇOS DE TELECOMUNICAÇÕES EIRELLI ME,18.517.089/0001-23,3220899,2018-09-19,2018-09-19,Processo ANEEL: 48500.001075/2016-79.,10,False
CONTRATO,2018-08-01,53500.035897/2018-55,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,CONECTA SOLUÇÕES LTDA ME,13.210.799/0001-92,3222692,2018-09-19,2018-09-19,Processo ANEEL: 48500.001074/2016-24.,11,True
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,GLOBAL SITES BRASIL PARTICIPAÇÕES E EMPREENDIMENTOS LTDA - DEMAIS,20.586.852/0001-10,8483559,2022-05-20,2022-08-29,"A detentora solicitou anulação do requerimento alegando equívoco no envio, conforme Carta SEI 8448070.",1,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ATHEROS TELECOM INFORMÁTICA LTDA - (WI FIBER TELECOM),10.670.821/0001-99,8504273,2022-05-24,2022-05-24,,2,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,B&S TELECOMUNICAÇÕES EIRELI - ME,25.009.947/0001-94,8504273,2022-05-24,2022-05-24,,3,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ENEVE TELECOMUNICAÇÕES LTDA (FIVENET TELECOM),,8504273,2022-05-24,2022-05-24,,4,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,FIBER CLICK SERVIÇOS DE INTERNET LTDA - ME,38.100.280/0001-82,8504273,2022-05-24,2022-05-24,,5,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,IPWAVE INTERNET LTDA,,8504273,2022-05-24,2022-05-24,,6,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,REDE LANDAN INTERNET EIRELI - ME,27.018.820/0001-67,8504273,2022-05-24,2022-05-24,,7,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,VGS TELECOMUNICAÇÕES LTDA,43.131.425/0001-42,8504273,2022-05-24,2022-05-24,,8,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,CRIV NET TELECOM LTDA - ME,27.331.155/0001-67,8504273,2022-05-24,2022-05-24,,9,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,ELITE TELECOMUNICAÇÕES LTDA,17.172.716/0001-79,8504273,2022-05-24,2022-05-24,,10,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,WELERSON REIS BRAZ (SUPER LINK FIBRA - SLFIBER),33.729.649/0001-05,8504273,2022-05-24,2022-05-24,,11,False
CONTRATO,2022-04-29,53500.035940/2022-69,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,AMTELECOMUNICAÇÕES SUPORTE E MANUTENÇÃO LTDA - ME,42.954.944/0001-48,8504273,2022-05-24,2022-05-24,,12,True
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,SPEED TRAVEL COMUNICAÇÃO MULTIMÍDIA LTDA - ME,,3217158,2018-09-13,2018-09-13,,1,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,NET WAY INFORMÁTICA LTDA - ME,10.563.381/0001-70,3217158,2018-09-13,2018-09-13,,2,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,VERDENET - PROVEDOR DE INTERNET LTDA EPP,,3217158,2018-09-13,2018-09-13,,3,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,VCB COMUNICAÇÕES S.A.,,3217158,2018-09-13,2018-09-13,,4,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,COOPERATIVA DE CRÉDITO DO CENTRO DO ESTADO DE RONDÔNIA - SICOOB CENTRO,,,2018-09-13,2018-09-13,,5,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,JAN CHARLES RUECKERT - EPP,,3217158,2018-09-13,2018-09-13,,6,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,TELECOMUNICAÇÕES BRASILEIRAS S.A. -TELEBRAS,,3217158,2018-09-13,2018-09-13,,7,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,TELEFÔNICA BRASIL S.A.,,3217158,2018-09-13,2018-09-13,,8,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,H & F SOLUÇÕES TECNOLÓGICAS LTDA - EPP,84.716.059/0001-70,3217158,2018-09-13,2018-09-13,,9,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,IRMÃOS GONÇALVES COMÉRCIO E INDÚSTRIA LTDA,,3217158,2018-09-13,2018-09-13,,10,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,SECRETARIA DE ESTADO DE ASSUNTOS ESTRATÉGICOS - SEAE,17.900.001/0001-95,,2018-09-13,2018-09-13,,11,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,MINISTÉRIO PÚBLICO DO ESTADO DE RONDÔNIA,,,2018-09-13,2018-09-13,,12,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,NET WAY PROVEDOR DE INTERNET LTDA,,3217158,2018-09-13,2018-09-13,,13,False
CONTRATO,2018-08-02,53500.036061/2018-78,CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON,,NORTE TELECOMUNICAÇÕES MULTIMÍDIA LTDA - ME,12.973.083/0001-84,3217158,2018-09-13,2018-09-13,,14,True
CONTRATO,2018-07-27,53500.036071/2018-11,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,ATA INFORMÁTICA ONLINE LTDA - ME,,3079778,2018-09-05,2018-09-05,,1,False
CONTRATO,2018-07-27,53500.036071/2018-11,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,CONECT TELECOMUNICAÇÕES EIRELI ME,26.117.079/0001-29,3079778,2018-09-05,2018-09-05,,2,False
CONTRATO,2018-07-27,53500.036071/2018-11,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,PROX TECNOLOGIA LTDA ME,,3079778,2018-09-05,2018-09-05,,3,False
CONTRATO,2018-07-27,53500.036071/2018-11,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,DCESARY EMPREENDIMENTOS LTDA ME,,3079778,2018-09-05,2018-09-05,,4,False
CONTRATO,2018-07-27,53500.036071/2018-11,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,ATM OBANET TELECOMUNICAÇÕES EIRELI,26.478.880/0001-08,3079778,2018-09-05,2018-09-05,,5,True
CONTRATO,2018-08-02,53500.036080/2018-02,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,G2 NETWORK EIRELI ME,21.928.141/0001-49,3207168,2018-09-19,2018-09-19,Ajustar planilha de distribuição.,1,False
CONTRATO,2018-08-02,53500.036080/2018-02,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,LIGOO NET TELECOM LTDA ME,26.115.305/0001-32,3207168,2018-09-19,2018-09-19,,2,False
CONTRATO,2018-08-02,53500.036080/2018-02,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,MM FERREIRA TELECOM E INFORMÁTICA ME,27.483.854/0001-22,3207168,2018-09-19,2018-09-19,,3,False
CONTRATO,2018-08-02,53500.036080/2018-02,CELG DISTRIBUIÇÃO S.A - CELG D (ENEL GO),,NEON TELECOM LTDA,28.661.564/0001-94,3207168,2018-09-19,2018-09-19,,4,True
CONTRATO,2018-08-02,53500.036134/2018-21,EMPRESA FORÇA E LUZ JOÃO CESA LTDA.,86.301.124/0001-22,CNET PROVEDOR DE INTERNET LTDA ME,,3238063,2018-09-19,2018-09-19,,1,True
CONTRATO,2018-08-03,53500.036156/2018-91,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,JP PROVIDERS EIRELLI,11.397.151/0001-41,3332608,2018-10-15,2018-10-15,Ajustar planilha de distribuição.,1,True
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,VIDATEL SERVICOS CONVERGENTES EM TELECOMUNICACOES LTDA,18.368.069/0001-38,8504273,2022-05-24,2022-05-24,,1,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,JOBSON LUIS MELO DE NEGREIROS (TURBONET),,8504273,2022-05-24,2022-05-24,,2,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,THIAGO & VITORIA INFORMATICA LTDA,23.207.793/0001-10,8504273,2022-05-24,2022-05-24,,3,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,ITANA GABRIELA DO NASCIMENTO BEZERRA (CPNET),12.258.361/0001-11,8504273,2022-05-24,2022-05-24,,4,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,A.S. VERA CRUZ (MAIS FIBRA TELECOM),12.977.301/0001-59,8504273,2022-05-24,2022-05-24,,5,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,DB3 SERVICOS DE TELECOMUNICACOES S.A (DB3 TELECOM),41.644.220/0011-07,8504273,2022-05-24,2022-05-24,,6,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,J. R. DA SILVA ALMEIDA - ME (RPN NET),10.572.494/0001-32,8504273,2022-05-24,2022-05-24,,7,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,JAIRO DE F SANTOS (APNET PROVEDOR),28.619.119/0001-66,8504273,2022-05-24,2022-05-24,,8,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,JETHULIO RODRIGUES ARCOVERDE (D K TELECOM),26.771.326/0001-06,8504273,2022-05-24,2022-05-24,,9,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,BRUNO ALESSANDRO VICENTE DA SILVA (MENTRIX),10.956.319/0001-49,8504273,2022-05-24,2022-05-24,,10,False
CONTRATO,2022-04-29,53500.036244/2022-70,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,ELONET PROVEDOR DE INTERNET LTDA (ELONET),,8504273,2022-05-24,2022-05-24,,11,True
CONTRATO,2021-05-31,53500.036265/2021-12,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,M. L. DA SILVA SALES EIRELI,38.322.500/0001-12,7036998,2021-07-02,2021-07-02,,1,False
CONTRATO,2021-05-31,53500.036265/2021-12,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,FOX NET TELECOMUNICAÇÕES LTDA,17.393.324/0001-30,7036998,2021-07-02,2021-07-02,,2,False
CONTRATO,2021-05-31,53500.036265/2021-12,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,L. G. MORAIS COMÉRCIO DE INFORMÁTICA E TELECOMUNICAÇÕES,31.552.024/0001-87,7036998,2021-07-02,2021-07-02,,3,False
CONTRATO,2021-05-31,53500.036265/2021-12,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,MARCELO RODRIGUES ANDRE - ME,27.885.620/0001-01,7036998,2021-07-02,2021-07-02,,4,False
CONTRATO,2021-05-31,53500.036265/2021-12,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,MERYANE DE JESUS SANTOS,29.509.236/0001-30,7036998,2021-07-02,2021-07-02,,5,True
CONTRATO,2021-05-31,53500.036270/2021-17,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,EDITORA BEN SOLUÇÕES TECNOLOGIAS LTDA,,7036998,2021-07-02,2021-07-02,,1,False
CONTRATO,2021-05-31,53500.036270/2021-17,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,F G F MAIA MEDEIROS COMUNICAÇÕES,32.238.568/0001-31,7036998,2021-07-02,2021-07-02,,2,False
CONTRATO,2021-05-31,53500.036270/2021-17,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ISP BRASIL TELECOMUNICAÇÕES LTDA,31.410.264/0001-47,7036998,2021-07-02,2021-07-02,,3,False
CONTRATO,2021-05-31,53500.036270/2021-17,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,F B DE LIMA TELECOMUNICAÇÕES,23.707.800/0001-42,7036998,2021-07-02,2021-07-02,,4,False
CONTRATO,2021-05-31,53500.036270/2021-17,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ELIAS F PINTO COMUNICAÇÕES LTDA,25.286.335/0001-49,7036998,2021-07-02,2021-07-02,,5,True
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,MAICON ANTONIO STEFFENS,10.915.964/0001-13,4013895,2019-04-25,2019-04-25,,1,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,CASSIANO ZANON ME,,4013895,2019-04-25,2019-04-25,,2,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,VOGEL SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA S.A.,,4013895,2019-04-25,2019-04-25,,3,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,GLP TELECOMUNICAÇÕES LTDA,11.744.715/0001-75,4013895,2019-04-25,2019-04-25,,4,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,TCHE TURBO,,4013895,2019-04-25,2019-04-25,,5,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,ELETRICNET TELECOMUNICAÇÕES LTDA,26.343.346/0001-86,4013895,2019-04-25,2019-04-25,,6,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,ATUA NET PROVEDOR DE INTERNET,,4013895,2019-04-25,2019-04-25,,7,False
CONTRATO,2018-08-06,53500.036365/2018-35,CRELUZ COOPERATIVA DE DISTRIBUIÇÃO DE ENERGIA,91.950.261/0001-28,OI S.A.,76.535.764/0001-43,4013895,2019-04-25,2019-04-25,,8,True
CONTRATO,2019-08-28,53500.036810/2019-48,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,OPTLINK SERVIÇOS DE TELECOMUNICAÇOES LTDA,30.857.358/0001-04,4688756,2019-10-11,2019-10-11,,1,False
CONTRATO,2019-08-28,53500.036810/2019-48,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ALVARO REBOUÇAS COELHO - ME,14.248.738/0001-87,4688756,2019-10-11,2019-10-11,,2,False
CONTRATO,2019-08-28,53500.036810/2019-48,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,RITA DE CASSIA GOMES SOUSA,22.887.559/0001-18,4688756,2019-10-11,2019-10-11,,3,True
CONTRATO,2021-06-01,53500.036816/2021-30,COOPERATIVA DE ELETRIFICAÇÃO E DESENVOLVIMENTO DA REGIÃO DE ITU - MAIRINQUE,50.235.449/0001-07,PROXER TELECOMUNICAÇÕES LTDA,18.730.336/0001-75,7148378,2021-07-26,2021-07-26,,1,True
CONTRATO,2022-05-02,53500.036887/2022-13,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,NWA TELECOMUNICAÇÕES LTDA ME,,8661598,2022-06-22,2022-06-22,,1,False
CONTRATO,2022-05-02,53500.036887/2022-13,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,UILSON FERNANDO DE OLIVEIRA ROSA,12.458.616/0001-90,8661598,2022-06-22,2022-06-22,,2,True
CONTRATO,2018-08-08,53500.036917/2018-13,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,T. TELES LEITE TELECOMUNICAÇÕES LTDA ME,,3337362,2018-10-15,2018-10-15,Ajustar planilha de distribuição.,1,False
CONTRATO,2018-08-08,53500.036917/2018-13,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,RMS CONNECT TELECOMUNICAÇÕES LTDA,10.871.098/0001-06,3337362,2018-10-15,2018-10-15,,2,True
CONTRATO,2023-05-11,53500.037045/2023-60,CELESC DISTRIBUIÇÃO S.A.,,MILENIUM COMÉRCIO DE MATERIAIS E SISTEMAS DE INFORMÁTICA LTDA,,10373073,2023-06-15,2023-06-22,,1,False
CONTRATO,2023-05-11,53500.037045/2023-60,CELESC DISTRIBUIÇÃO S.A.,,NN TELECOMUNICAÇÕES LTDA,18.837.998/0001-49,10373073,2023-06-15,2023-06-22,,2,True
CONTRATO,2023-05-11,53500.037214/2023-61,COMPANHIA ENERGÉTICA DO PIAUÍ - CEPISA,,CLARO S.A. (FILIAL),40.432.544/0102-90,10550308,2023-07-14,2023-07-14,,1,True
CONTRATO,2023-05-11,53500.037222/2023-16,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,,DB3 SERVIÇOS DE TELECOMUNICAÇÕES LTDA,41.644.220/0001-35,10373073,2023-06-15,2023-06-22,,1,True
CONTRATO,2023-05-11,53500.037232/2023-43,COMPANHIA ENERGÉTICA DO PIAUÍ - CEPISA,,EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A. - EMBRATEL,33.530.486/0001-29,10373073,2023-06-15,2023-06-22,,1,True
CONTRATO,2023-05-11,53500.037241/2023-34,COMPANHIA ENERGÉTICA DO PIAUÍ - CEPISA,,NET SERVIÇOS DE COMUNICAÇÃO S.A. - FILIAL NET TERESINA,,10373073,2023-06-15,2023-06-22,,1,True
CONTRATO,2023-05-11,53500.037250/2023-25,EQUATORIAL PIAUÍ DISTRIBUIDORA DE ENERGIA S.A.,,TELEFÔNICA BRASIL S.A.,,10521819,2023-07-21,2023-07-21,,1,True
CONTRATO,2019-09-17,53500.037364/2019-99,COMPANHIA ENERGÉTICA DO MARANHÃO - CEMAR,,E C P SARMENTO - SIVNET,,4683486,2019-10-11,2019-10-11,,1,True
CONTRATO,2019-09-17,53500.037378/2019-11,COMPANHIA ENERGÉTICA DO MARANHÃO - CEMAR,,FIXTELL TELECOM NE LTDA,29.479.878/0001-33,4719302,2019-10-11,2019-10-11,,1,True
CONTRATO,2019-09-17,53500.037383/2019-15,COMPANHIA ENERGÉTICA DO MARANHÃO - CEMAR,,C P COMUNICACAO LTDA (GRANDE NET),25.137.219/0001-68,4681195,2019-10-11,2019-10-11,,1,True
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,SR SOLUÇÕES E SERVIÇOS DE TELECOMUNICAÇÕES LTDA,46.887.712/0001-75,12158913,2024-06-27,2024-06-27,,1,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,AMERICAN TOWER DO BRASIL - COMUNICAÇÃO MULTIMÍDIA LTDA,30.552.887/0001-91,12158913,2024-06-27,2024-06-27,,2,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,GUARATIBA TELECOM SERVIÇOS DE COMUNICAÇÕES LTDA,23.530.399/0001-18,12158913,2024-06-27,2024-06-27,,3,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,VIP RIO TELECOMUNICAÇÕES LTDA,19.104.383/0001-76,12158913,2024-06-27,2024-06-27,,4,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,NET VILA INFORMÁTICA EIRELI,16.478.969/0001-02,12158913,2024-06-27,2024-06-27,,5,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,LC SOLUÇÕES EM TELECOMUNICAÇÕES LTDA,38.332.766/0001-46,12158913,2024-06-27,2024-06-27,,6,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,MC TECH SERVIÇOS DE INFORMÁTICA E TELECOMUNICAÇÕES LTDA,33.695.113/0001-08,12158913,2024-06-27,2024-06-27,,7,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,X1 FIBRAS TELECOMUNICAÇÕES LTDA,35.494.105/0001-29,12158913,2024-06-27,2024-06-27,,8,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,FOUR SOLUÇÕES E SERVIÇOS DE TELECOMUNICAÇÕES LTDA,33.765.097/0001-82,12158913,2024-06-27,2024-06-27,,9,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,UP NET SERVIÇOS E TELECOMUNICAÇÃO LTDA,49.382.091/0001-66,12158913,2024-06-27,2024-06-27,,10,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,DROP FIBRA LTDA,37.784.291/0001-66,12158913,2024-06-27,2024-06-27,,11,False
CONTRATO,2024-05-09,53500.037398/2024-41,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,GOLDEN LINK COMÉRCIO E SOLUÇÕES TECNOLÓGICAS LTDA,22.703.686/0001-10,12158913,2024-06-27,2024-06-27,,12,True
2º ADITIVO,2019-09-18,53500.037472/2019-61,COMPANHIA SUL SERGIPANA DE ELETRICIDADE — SULGIPE,13.255.658/0001-96,CELINET INFORMÁTICA LTDA,,4677675,2019-10-11,2019-10-11,Processo Aditivo: 53500.027205/2018-03.,1,True
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,AMERICAN TOWER DO BRASIL - COMUNICAÇÃO MULTIMÍDIA LTDA,30.552.887/0001-91,10373073,2023-06-15,2023-06-22,,1,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,XFCOMM SOLUTIONS TELECOMUNICAÇÕES LTDA,20.453.426/0001-08,10373073,2023-06-15,2023-06-22,,2,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,HELLO INTERNET LTDA,48.795.237/0001-32,10373073,2023-06-15,2023-06-22,,3,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,M A DE SOUZA MANUTENÇÃO MULTIMÍDIA E SUPORTE TÉCNICO EM TI,31.936.775/0001-05,10373073,2023-06-15,2023-06-22,,4,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,CDL COMUNICAÇÃO E TECNOLOGIA LTDA,32.933.347/0001-83,10373073,2023-06-15,2023-06-22,,5,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,SWAP TELECOM EIRELI,15.074.219/0001-02,10373073,2023-06-15,2023-06-22,,6,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,OP TELECOM LTDA,47.315.146/0001-90,10373073,2023-06-15,2023-06-22,,7,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,BRAZCONECT TELECOMUNICAÇÕES LTDA,38.463.799/0001-25,10373073,2023-06-15,2023-06-22,,8,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,GV SERVIÇOS DE TELECOMUNICAÇÕES LTDA,48.014.300/0001-56,10373073,2023-06-15,2023-06-22,,9,False
CONTRATO,2023-05-12,53500.037475/2023-81,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,FIBER KINGS INTERNET LTDA,39.151.513/0001-39,10373073,2023-06-15,2023-06-22,,10,False
